lat,lon,ID,port_name,country,continent
55.299,10.794,634,Nyborg,Denmark,Northern-Europe
53.95,10.865,635,Lubeck-Travemunde,Germany,Western-Europe
56.416,10.927,636,Grenaa Havn,Denmark,Northern-Europe
59.188,10.95,637,Fredrikstad,Norway,Northern-Europe
55.668,11.082,638,Kalundborg,Denmark,Northern-Europe
33.483,11.118,639,Zarzis,Tunisia,Africa
64.016,11.235,640,Steinkjer,Norway,Northern-Europe
64.86,11.259,641,Rorvik,Norway,Northern-Europe
63.744,11.336,642,Djupviken,Norway,Northern-Europe
59.116,11.378,643,Halden,Norway,Northern-Europe
58.351,11.422,644,Brofjorden,Sweden,Northern-Europe
